cons_id,def_id,english,arabic
511,,All set. Click Send Request below to finish registration,
512,,All set. Click Send Request below to finish registration.,
513,120766,All Topics,كافة المواضيع
514,,All TOTP authenticator apps use the same algorithm and secure hash function - HMAC-SHA1 to generate the unique key,
515,,All Transactions for the patient will appear on the Transactions page in descending order of its date of creation,
516,120767,All Users,كافة المستخدمين
517,,All Warehouses,
518,120768,Allergic,تحسسي
519,120769,Allergic to,متحسس من
520,120770,Allergies,المحسسات
521,,Allergies - will show the allergies listed under Issues > Allergies. If eRx is enabled the allergy list has to be entered on the eRx page,
522,,Allergies/Alerting Data,
523,120771,Allergies:,المحسسات:
524,120772,Allergy,الحساسية
525,120773,Allergy import successfully completed,تم إستيراد سجلات الحساسية بنجاح
526,120774,Allergy Issue List,قائمة مشاكل الحساسية
527,120775,Allergy Reaction,ارتكاس حساسية
528,120776,ALLERGY WARNING,تحذير حساسيه
529,120777,Allergy Warning,تحذير حساسيه
530,120778,Allocate,تخصيص
531,120779,Allow,اسمح
532,120780,Allow Administrators to Delete Patients,اسمح للمديرين بمسح المرضي
533,120781,Allow all available languages as choices on menu at login.,جعل كل اللغات المثبتة متاحة عند الدخول إلى النظام
534,,Allow Check In before the appointment's time.,
535,120782,Allow creation of claims containing diagnoses but not procedures or charges. Most clinics do not want this.,إسمح بإضافة مطالبات محتوية على تشخيصات ولكن لا تحتوي على إجراءات أو اسعار. معظم المستوصفات والعيادات لا تفضل هذا.
536,120783,Allow Debugging Language,السماح بلغة التصحيح
537,,Allow Double Click to select Nation Note text template from any encounter form text area,
538,,Allow Early Check In,
539,120784,Allow Email,السماح بالبريد الإلكتروني
540,120785,Allow email messages?,السماح برسائل البريد الإلكتروني
541,120786,Allow Email?,السماح بالبريد الإلكتروني ؟
542,120787,Allow Encounter Claims,السماح بمطالبات المراجعة
543,,Allow Encounter For Each Appointment,
544,,Allow Health Info Exchange,
545,120788,Allow Health Information Exchange,السماح بتبادل المعلومات الصحية
546,,Allow Immunization Info Share,
547,120789,Allow Immunization Info Sharing,السماح بمشاركة معلومات التحصينات
548,120790,Allow Immunization Registry Use,السماح باستخدام سجل التحصينات
549,,Allow in person credit card payments using Stripe Verifone P400. Ensure Stripe gateway is enabled.,
550,,Allow institutional claims support.,
551,,Allow insurance eligibility checks using Office Ally,
552,120791,Allow Mail Message,السماح برسالة بريدية
553,,Allow manual entry and authorise credit card payments. Ensure a gateway is enabled.,
554,,Allow more than one insurance,
555,,Allow More than one MA/IPPF code mapping,
556,,Allow multiple databases,
557,,Allow New Patient Registration Widget,
558,,Allow Notice,
559,,Allow Online Appointments,
560,,Allow Online Payments,
561,,Allow Online Secure Chat,
562,,Allow only one insurance,
563,,Allow Onsite New Patient Registration Widget,
564,,Allow Onsite Online Appointments,
565,,Allow Onsite Online Payments,
566,,Allow Onsite Online Secure Chat,
567,,Allow Onsite Patient Ledger,
568,,Allow Onsite Patient to make and view appointments online.,
569,,Allow Onsite Patient to make payments online.,
570,,Allow Onsite Patient to use Secure Chat Application.,
571,,Allow Onsite Patient to view their accounting ledger online.,
572,,Allow Onsite Patients to Reset Credentials,
573,,Allow Patient Flow Board to Select Patients for Drug Testing.,
574,,Allow Patient Ledger,
575,120792,Allow Patient Portal,السماح بالبوابة اﻹلكترونية للمرضى
576,,Allow Patient to make and view appointments online.,
577,,Allow Patient to make payments online.,
578,,Allow Patient to use Secure Chat Application.,
579,,Allow Patient to view their accounting ledger online.,
580,,Allow Patients to Reset Credentials,
581,,Allow Postal Mail,
582,,Allow self-signed certificate for SSL (encrypted) connection to CouchDB,
583,120793,Allow SMS,السماح برسالة نصية
584,120794,Allow SMS (text messages)?,السماح برسالة نصية ؟
585,,Allow Statement Exclusions from Printing,
586,120795,Allow submitted events to be made active instantly?,السماح بالأحداث المدخلة لتصبح فعالة بسرعة؟
587,120796,Allow telephone messages?,السماح بالرسائل الهاتفية
588,,Allow to use with multiple database,
589,120797,Allow users to publish Global Events,السماح للمستخدمين بنشر الأحداث العامة
590,120798,Allow users to publish Personal Calendars,السماح للمستخدمين بنشر المواعيد الشخصية
591,,Allow Version 2 Onsite New Patient Registration Widget,
592,,Allow Version 2 Onsite Online Payments,
593,,Allow Version 2 Onsite Patient to make payments online.,
594,,Allow Version 2 Patients to Reset Credentials,
595,,Allow Voice Call,
596,120799,Allow Voice Message,السماح بالرسائل الصوتية
597,120800,Allowed,مسموح
598,120801,Allowed Languages,اللغات المسموح بها
599,,Allowed to discount prices (in Fee Sheet or Checkout form) (disc),
600,120802,Allowed(c),مسموح (c)
601,120803,Allows E-Sign on the entire encounter,السماح بالتوقيع الرقمي علي كل الزيارة
602,120804,Allows E-Signing Individual Forms,السماح بالتوقيع الرقمي كل علي حدة
603,120805,Allows Mail,السماح للبريد
604,120806,Allows Voice msgs,السماح للرسائل الصوتية
605,,All{{Mails}},
606,,All{{Recipients}},
607,,Already a Care Plan form for this encounter. Using existing Care Plan form.,
608,,Already a Clinical Notes form for this encounter. Using existing Clinical Notes form.,
609,,Already at the top of the page,
610,120807,already exists,موجود
611,,already exists! Please try again.,
612,120808,already exists.,متواجد حالياً
613,,Already registered,
614,120809,"Already used, choose another identifier","مستخدم حالياً ,الرجاء اختيار تعريف آخر"
615,120810,"Already used, choose another title","مستخدم حالياً,الرجاء اختيار تعريف آخر"
616,,Also provides a short description of the visit in Patient Reports,
617,120811,Alt Address,عنوان بديل
618,,Alt City,
619,,Alt Postal code,
620,,Alt State,
621,120812,alter,تبدل
622,,Alternate Cover Test,
623,,Alternatively a CPT code can be used. It is 84550 for Serum Uric Acid,
624,,Alternatively download a sample spreadsheet by clicking on the Download button,
625,,Alternatively it can be accessed by clicking in the Messages menu item in the top navigation bar,
626,,Alternatively you could clear all selections and select only the items that you want to be a part of the report,
627,,"Alternatively, you may choose to upload an electronic remittance (X12 835) file that you have obtained from your payer or clearinghouse. You can do this by first selecting the 'ERA upload' option in the initial 'Select Method' section. This brings up the 'ERA Upload' Section.",
628,120813,"Alternatively, you may use the search page to upload an electronic remittance (X12 835) file that you have obtained from your payer or clearinghouse.  You can do this by clicking the Browse button and selecting the file to upload, and then clicking Search to perform the upload and display the corresponding invoices.  In this case the other parameters mentioned above do not apply and will be ignored.  Uploading saves the file but does not yet process its contents -- that is done separately as described below.","بشكل بديل, يمكنك استخدام صفحة البحث لتحميل الملف التحويلات المالية الإلكترونية الذي كنت قد تم الحصول عليها من دافع أو تبادل المعلومات الخاصة بك. يمكنك القيام بذلك عن طريق النقر على زر تصفح واختيار ملف للتحميل ، ثم انقر فوق بحث لأداء وتحميل وعرض الفواتير المناظرة. في هذه الحالة المعلمات الأخرى المذكورة أعلاه لا تنطبق وسيتم تجاهلها. تحميل يحفظ الملف لكنها لا عملية محتوياته ، والتي تتم بصورة منفصلة على النحو المبين أدناه."
